Instance,iteration,violations,cost,Institution,Rank
m14.json,1,0,13626,SDU,37.0
m14.json,20,0,13642,UGent,38.0
m14.json,8,0,13651,SDU,39.0
m14.json,21,0,13753,UGent,40.0
m14.json,24,0,13799,UGent,41.0
m14.json,5,0,13825,SDU,42.0
m14.json,18,0,13849,UGent,43.0
m14.json,10,0,13873,SDU,44.0
m14.json,17,0,13885,UGent,45.0
m14.json,25,0,13908,UGent,46.0
m14.json,22,0,14059,UGent,47.0
m14.json,16,0,14101,UGent,48.0
m14.json,23,0,14147,UGent,49.0
m14.json,19,0,14415,UGent,50.0
m15.json,1,0,28727,SDU,1.0
m15.json,8,0,28793,SDU,2.0
m15.json,9,0,28850,SDU,3.0
m15.json,4,0,28881,SDU,4.0
m15.json,3,0,28902,SDU,5.0
m15.json,7,0,28960,SDU,6.0
m15.json,2,0,28980,SDU,7.0
m15.json,5,0,28999,SDU,8.0
m15.json,6,0,29088,SDU,9.0
m15.json,10,0,29155,SDU,10.0
m15.json,7,0,29277,Twente,11.0
m15.json,5,0,29459,Twente,12.0
m15.json,9,0,30037,Twente,13.0
m15.json,3,0,30045,Twente,14.0
m15.json,6,0,30053,Twente,15.0
m15.json,1,0,30089,Ortec,19.5
m15.json,2,0,30089,Ortec,19.5
m15.json,3,0,30089,Ortec,19.5
m15.json,5,0,30089,Ortec,19.5
m15.json,6,0,30089,Ortec,19.5
m15.json,7,0,30089,Ortec,19.5
m15.json,8,0,30089,Ortec,19.5
m15.json,9,0,30089,Ortec,19.5
m15.json,6,0,30109,V777V,24.0
m15.json,10,0,30204,V777V,25.0
m15.json,5,0,30233,V777V,26.0
m15.json,7,0,30443,V777V,27.0
m15.json,8,0,30677,V777V,28.0
m15.json,1,0,30707,Twente,31.0
m15.json,2,0,30707,Twente,31.0
m15.json,4,0,30707,Twente,31.0
m15.json,8,0,30707,Twente,31.0
m15.json,10,0,30707,Twente,31.0
m15.json,1,0,30748,V777V,34.0
m15.json,9,0,30862,V777V,35.0
m15.json,3,0,30924,V777V,36.0
m15.json,17,0,30959,UGent,37.0
m15.json,24,0,31315,UGent,38.0
m15.json,4,0,31320,V777V,39.0
m15.json,16,0,31396,UGent,40.0
m15.json,21,0,31400,UGent,41.0
m15.json,20,0,31528,UGent,42.0
m15.json,22,0,31702,UGent,43.0
m15.json,23,0,31706,UGent,44.0
m15.json,19,0,31840,UGent,45.0
m15.json,2,0,31898,V777V,46.0
m15.json,18,0,31918,UGent,47.0
m15.json,25,0,32094,UGent,48.0
m15.json,4,0,34078,Ortec,49.5
m15.json,10,0,34078,Ortec,49.5
m16.json,7,0,17271,SDU,1.0
m16.json,1,0,17382,SDU,2.0
m16.json,5,0,17426,SDU,3.0
m16.json,2,0,17430,SDU,4.0
m16.json,6,0,17448,SDU,5.0
m16.json,9,0,17494,SDU,6.0
m16.json,4,0,17500,SDU,7.0
m16.json,10,0,17521,SDU,8.0
m16.json,8,0,17547,SDU,9.0
m16.json,3,0,17585,SDU,10.0
m16.json,22,0,18390,UGent,11.0
m16.json,23,0,18417,UGent,12.0
m16.json,1,0,18466,Twente,13.0
m16.json,3,0,18467,Twente,14.0
m16.json,2,0,18468,Twente,15.5
m16.json,6,0,18468,Twente,15.5
m16.json,5,0,18478,Twente,17.0
m16.json,10,0,18487,Twente,18.0
m16.json,4,0,18488,Twente,19.0
m16.json,7,0,18502,Twente,20.0
m16.json,9,0,18508,Twente,21.0
m16.json,19,0,18533,UGent,22.0
m16.json,18,0,18620,UGent,23.0
m16.json,8,0,18654,Twente,24.0
m16.json,5,0,18775,V777V,25.5
m16.json,17,0,18775,UGent,25.5
m16.json,24,0,18803,UGent,27.0
m16.json,9,0,18813,V777V,28.0
m16.json,20,0,18818,UGent,29.0
m16.json,16,0,18858,UGent,30.0
m16.json,21,0,18910,UGent,31.5
m16.json,25,0,18910,UGent,31.5
m16.json,1,0,18915,V777V,33.0
m16.json,4,0,18945,V777V,34.0
m16.json,2,0,18952,V777V,35.0
m16.json,10,0,18969,V777V,36.0
m16.json,3,0,18973,V777V,37.0
m16.json,8,0,18992,V777V,38.0
m16.json,7,0,19039,V777V,39.0
m16.json,1,0,19041,Ortec,44.5
m16.json,2,0,19041,Ortec,44.5
m16.json,3,0,19041,Ortec,44.5
m16.json,4,0,19041,Ortec,44.5
m16.json,5,0,19041,Ortec,44.5
m16.json,6,0,19041,Ortec,44.5
m16.json,7,0,19041,Ortec,44.5
m16.json,8,0,19041,Ortec,44.5
m16.json,9,0,19041,Ortec,44.5
m16.json,10,0,19041,Ortec,44.5
m16.json,6,0,19306,V777V,50.0
m17.json,8,0,22542,SDU,1.0
m17.json,2,0,22611,Twente,4.0
m17.json,3,0,22611,Twente,4.0
m17.json,5,0,22611,Twente,4.0
m17.json,6,0,22611,Twente,4.0
m17.json,10,0,22611,Twente,4.0
m17.json,4,0,22612,Twente,7.0
m17.json,1,0,22631,Twente,9.0
m17.json,8,0,22631,Twente,9.0
m17.json,9,0,22631,Twente,9.0
m17.json,7,0,22632,Twente,11.0
m17.json,1,0,22634,SDU,12.0
m17.json,7,0,22679,SDU,13.0
m17.json,10,0,22753,SDU,14.0
m17.json,3,0,22850,SDU,15.0
m17.json,9,0,22852,SDU,16.0
m17.json,25,0,22896,UGent,17.0
m17.json,21,0,22998,UGent,18.0
m17.json,22,0,23099,UGent,19.0
m17.json,23,0,23111,UGent,20.0
m17.json,18,0,23115,UGent,21.0
m17.json,5,0,23143,SDU,22.0
m17.json,17,0,23154,UGent,23.0
m17.json,6,0,23216,SDU,24.0
m17.json,2,0,23221,SDU,25.5
m17.json,10,0,23221,V777V,25.5
m17.json,24,0,23223,UGent,27.0
m17.json,1,0,23227,Ortec,32.5
m17.json,2,0,23227,Ortec,32.5
m17.json,3,0,23227,Ortec,32.5
m17.json,4,0,23227,Ortec,32.5
m17.json,5,0,23227,Ortec,32.5
m17.json,6,0,23227,Ortec,32.5
m17.json,7,0,23227,Ortec,32.5
m17.json,8,0,23227,Ortec,32.5
m17.json,9,0,23227,Ortec,32.5
m17.json,10,0,23227,Ortec,32.5
m17.json,4,0,23240,SDU,38.0
m17.json,1,0,23259,V777V,39.0
m17.json,6,0,23274,V777V,40.0
m17.json,9,0,23294,V777V,41.0
m17.json,2,0,23306,V777V,42.0
m17.json,4,0,23354,V777V,43.0
m17.json,8,0,23362,V777V,44.0
m17.json,3,0,23380,V777V,45.0
m17.json,7,0,23381,V777V,46.0
m17.json,5,0,23408,V777V,47.0
m17.json,16,0,23453,UGent,48.0
m17.json,20,0,23482,UGent,49.0
m17.json,19,0,23556,UGent,50.0
m18.json,9,0,7817,SDU,1.0
m18.json,10,0,7834,SDU,2.0
m18.json,3,0,7935,SDU,3.0
m18.json,8,0,7948,SDU,4.0
m18.json,1,0,7984,SDU,5.0
m18.json,4,0,7996,SDU,6.0
m18.json,2,0,8292,SDU,7.0
m18.json,6,0,8312,SDU,8.0
m18.json,7,0,8315,SDU,9.0
m18.json,10,0,8370,V777V,10.0
m18.json,5,0,8381,SDU,11.0
m18.json,9,0,8386,V777V,12.0
m18.json,8,0,8401,Twente,13.0
m18.json,7,0,8404,Twente,14.0
m18.json,4,0,8419,V777V,15.0
m18.json,8,0,8439,V777V,16.0
m18.json,7,0,8452,V777V,17.0
m18.json,2,0,8453,V777V,18.0
m18.json,1,0,8456,V777V,19.0
m18.json,3,0,8460,V777V,20.0
m18.json,4,0,8476,Twente,21.0
m18.json,2,0,8477,Twente,22.0
m18.json,1,0,8485,Ortec,28.0
m18.json,2,0,8485,Ortec,28.0
m18.json,3,0,8485,Ortec,28.0
m18.json,4,0,8485,Ortec,28.0
m18.json,5,0,8485,Ortec,28.0
m18.json,6,0,8485,Ortec,28.0
m18.json,7,0,8485,Ortec,28.0
m18.json,8,0,8485,Ortec,28.0
m18.json,9,0,8485,Ortec,28.0
m18.json,10,0,8485,Ortec,28.0
m18.json,5,0,8485,V777V,28.0
m18.json,9,0,8506,Twente,34.0
m18.json,3,0,8508,Twente,35.0
m18.json,6,0,8511,V777V,36.0
m18.json,1,0,8513,Twente,37.0
m18.json,10,0,8514,Twente,38.0
m18.json,5,0,8518,Twente,39.0
m18.json,6,0,8535,Twente,40.0
m18.json,23,0,8611,UGent,41.0
m18.json,19,0,8901,UGent,42.0
m18.json,24,0,8941,UGent,43.0
m18.json,22,0,8943,UGent,44.0
m18.json,25,0,8953,UGent,45.0
m18.json,20,0,8986,UGent,46.0
m18.json,16,0,9001,UGent,47.0
m18.json,18,0,9005,UGent,48.0
m18.json,21,0,9042,UGent,49.0
m18.json,17,0,9136,UGent,50.0
m19.json,10,0,21790,V777V,1.0
m19.json,3,0,21840,V777V,2.0
m19.json,5,0,21959,V777V,3.0
m19.json,2,0,21975,V777V,4.0
m19.json,6,0,22014,V777V,5.0
m19.json,7,0,22028,V777V,6.0
m19.json,1,0,22126,V777V,7.0
m19.json,8,0,22144,V777V,8.0
m19.json,4,0,22148,V777V,9.0
m19.json,9,0,22187,V777V,10.0
m19.json,10,0,22585,SDU,11.0
m19.json,8,0,22622,SDU,12.0
m19.json,9,0,22650,SDU,13.0
m19.json,1,0,22708,SDU,14.0
m19.json,5,0,22770,SDU,15.0
m19.json,2,0,22811,SDU,16.0
m19.json,4,0,22830,SDU,17.0
m19.json,7,0,22841,SDU,18.0
m19.json,6,0,22848,SDU,19.0
m19.json,19,0,22882,UGent,20.0
m19.json,17,0,22961,UGent,21.0
m19.json,3,0,23080,SDU,22.0
m19.json,21,0,23148,UGent,23.0
m19.json,5,0,23244,Twente,28.5
m19.json,9,0,23244,Twente,28.5
m19.json,2,0,23244,Ortec,28.5
m19.json,3,0,23244,Ortec,28.5
m19.json,4,0,23244,Ortec,28.5
m19.json,5,0,23244,Ortec,28.5
m19.json,6,0,23244,Ortec,28.5
m19.json,7,0,23244,Ortec,28.5
m19.json,9,0,23244,Ortec,28.5
m19.json,10,0,23244,Ortec,28.5
m19.json,1,0,23252,Twente,34.0
m19.json,8,0,23261,Ortec,35.0
m19.json,1,0,23262,Ortec,36.0
m19.json,6,0,23264,Twente,37.5
m19.json,20,0,23264,UGent,37.5
m19.json,8,0,23271,Twente,39.0
m19.json,3,0,23279,Twente,40.0
m19.json,2,0,23289,Twente,41.0
m19.json,7,0,23292,Twente,42.0
m19.json,4,0,23302,Twente,43.0
m19.json,10,0,23305,Twente,44.0
m19.json,24,0,23441,UGent,45.0
m19.json,18,0,23503,UGent,46.0
m19.json,16,0,23552,UGent,47.0
m19.json,22,0,23664,UGent,48.0
m19.json,23,0,23947,UGent,49.0
m19.json,25,0,24014,UGent,50.0
m20.json,2,0,5335,SDU,1.5
m20.json,3,0,5335,SDU,1.5
m20.json,8,0,5370,SDU,3.0
m20.json,7,0,5375,SDU,4.0
m20.json,7,0,5415,V777V,5.0
m20.json,6,0,5429,SDU,6.0
m20.json,5,0,5430,SDU,7.5
m20.json,9,0,5430,SDU,7.5
m20.json,10,0,5432,SDU,9.0
m20.json,2,0,5433,V777V,10.0
m20.json,3,0,5472,V777V,11.0
m20.json,1,0,5476,V777V,12.0
m20.json,4,0,5486,V777V,13.0
m20.json,9,0,5490,V777V,14.0
m20.json,6,0,5497,V777V,15.0
m20.json,8,0,5506,V777V,16.0
m20.json,4,0,5508,SDU,17.0
m20.json,10,0,5520,V777V,18.0
m20.json,5,0,5575,V777V,19.0
m20.json,5,0,5609,Twente,20.0
m20.json,4,0,5611,Ortec,21.0
m20.json,1,0,5638,SDU,22.0
m20.json,3,0,5645,Twente,23.0
m20.json,1,0,5676,Ortec,27.0
m20.json,5,0,5676,Ortec,27.0
m20.json,6,0,5676,Ortec,27.0
m20.json,7,0,5676,Ortec,27.0
m20.json,8,0,5676,Ortec,27.0
m20.json,9,0,5676,Ortec,27.0
m20.json,10,0,5676,Ortec,27.0
m20.json,2,0,5677,Ortec,31.5
m20.json,3,0,5677,Ortec,31.5
m20.json,10,0,5681,Twente,33.0
m20.json,4,0,5682,Twente,34.0
m20.json,8,0,5705,Twente,35.0
m20.json,6,0,5726,Twente,36.0
m20.json,9,0,5728,Twente,37.0
m20.json,1,0,5744,Twente,38.0
m20.json,7,0,5750,Twente,39.0
m20.json,2,0,5779,Twente,40.0
m20.json,19,0,6023,UGent,41.0
m20.json,16,0,6052,UGent,42.0
m20.json,20,0,6136,UGent,43.0
m20.json,18,0,6156,UGent,44.0
m20.json,25,0,6211,UGent,45.0
m20.json,23,0,6328,UGent,46.0
m20.json,24,0,6336,UGent,47.0
m20.json,22,0,6347,UGent,48.0
m20.json,17,0,6353,UGent,49.0
m20.json,21,0,6434,UGent,50.0
m21.json,5,0,25170,V777V,1.0
m21.json,6,0,25179,V777V,2.0
m21.json,9,0,25195,SDU,3.0
m21.json,9,0,25230,Twente,4.0
m21.json,8,0,25236,SDU,5.0
m21.json,4,0,25239,Twente,6.0
m21.json,6,0,25246,SDU,7.0
m21.json,1,0,25252,SDU,8.0
m21.json,7,0,25283,Twente,9.0
m21.json,6,0,25292,Twente,10.0
m21.json,3,0,25315,Twente,11.0
m21.json,8,0,25337,Twente,12.0
m21.json,5,0,25350,Twente,13.0
m21.json,2,0,25355,V777V,14.0
m21.json,4,0,25357,SDU,15.0
m21.json,10,0,25370,SDU,16.0
m21.json,10,0,25381,Twente,17.0
m21.json,4,0,25382,V777V,18.0
m21.json,1,0,25392,V777V,19.0
m21.json,2,0,25396,Twente,20.0
m21.json,7,0,25431,V777V,21.0
m21.json,1,0,25436,Twente,22.0
m21.json,7,0,25466,SDU,23.0
m21.json,3,0,25467,SDU,24.0
m21.json,2,0,25473,SDU,25.0
m21.json,10,0,25497,V777V,26.0
m21.json,9,0,25559,V777V,27.0
m21.json,5,0,25574,SDU,28.0
m21.json,3,0,25716,V777V,29.0
m21.json,8,0,25726,V777V,30.0
m21.json,8,0,25758,Ortec,31.0
m21.json,2,0,25995,Ortec,32.0
m21.json,1,0,26264,Ortec,36.5
m21.json,3,0,26264,Ortec,36.5
m21.json,4,0,26264,Ortec,36.5
m21.json,5,0,26264,Ortec,36.5
m21.json,6,0,26264,Ortec,36.5
m21.json,7,0,26264,Ortec,36.5
m21.json,9,0,26264,Ortec,36.5
m21.json,10,0,26264,Ortec,36.5
m21.json,25,0,27046,UGent,41.0
m21.json,20,0,27320,UGent,42.0
m21.json,17,0,27470,UGent,43.0
m21.json,18,0,27506,UGent,44.0
m21.json,23,0,27520,UGent,45.0
m21.json,16,0,27549,UGent,46.0
m21.json,19,0,27945,UGent,47.0
m21.json,21,0,28087,UGent,48.0
m21.json,24,0,28123,UGent,49.0
m21.json,22,0,28282,UGent,50.0
m22.json,8,0,21330,SDU,1.0
m22.json,5,0,21338,SDU,2.0
m22.json,2,0,21341,SDU,3.0
m22.json,9,0,21351,SDU,4.0
m22.json,6,0,21416,SDU,5.0
m22.json,4,0,21426,SDU,6.0
m22.json,3,0,21502,SDU,7.0
m22.json,10,0,21597,SDU,8.0
m22.json,7,0,21663,SDU,9.0
m22.json,1,0,21683,SDU,10.0
m22.json,6,0,22332,V777V,11.0
m22.json,3,0,22412,V777V,12.0
m22.json,1,0,22473,V777V,13.0
m22.json,4,0,22541,V777V,14.0
m22.json,5,0,22613,V777V,15.0
m22.json,9,0,22647,V777V,16.0
m22.json,2,0,22668,V777V,17.0
m22.json,10,0,22696,V777V,18.0
m22.json,8,0,22708,V777V,19.0
m22.json,7,0,22716,V777V,20.0
m22.json,1,0,22817,Ortec,21.0
m22.json,2,0,22836,Ortec,26.0
m22.json,3,0,22836,Ortec,26.0
m22.json,4,0,22836,Ortec,26.0
m22.json,5,0,22836,Ortec,26.0
m22.json,6,0,22836,Ortec,26.0
m22.json,7,0,22836,Ortec,26.0
m22.json,8,0,22836,Ortec,26.0
m22.json,9,0,22836,Ortec,26.0
m22.json,10,0,22836,Ortec,26.0
m22.json,21,0,22911,UGent,31.0
m22.json,18,0,22984,UGent,32.0
m22.json,23,0,23006,UGent,33.0
m22.json,17,0,23017,UGent,34.0
m22.json,19,0,23037,UGent,35.0
m22.json,24,0,23132,UGent,36.0
m22.json,25,0,23173,UGent,37.0
m22.json,16,0,23338,UGent,38.0
m22.json,20,0,23455,UGent,39.0
m22.json,22,0,23558,UGent,40.0
m22.json,6,0,23626,Twente,41.0
m22.json,5,0,23744,Twente,42.0
m22.json,9,0,23755,Twente,43.0
m22.json,1,0,23822,Twente,44.0
m22.json,8,0,23837,Twente,45.0
m22.json,2,0,23853,Twente,46.0
m22.json,4,0,23874,Twente,47.0
m22.json,3,0,23901,Twente,48.5
m22.json,10,0,23901,Twente,48.5
m22.json,7,0,23906,Twente,50.0
m23.json,8,0,18301,V777V,1.0
m23.json,2,0,18346,V777V,2.0
m23.json,21,0,18351,UGent,3.0
m23.json,3,0,18356,V777V,4.0
m23.json,4,0,18372,V777V,5.0
m23.json,10,0,18379,V777V,6.0
m23.json,1,0,18394,V777V,7.0
m23.json,9,0,18405,V777V,8.0
m23.json,7,0,18416,V777V,9.0
m23.json,22,0,18445,UGent,10.0
m23.json,6,0,18456,V777V,11.0
m23.json,5,0,18470,V777V,12.0
m23.json,25,0,18475,UGent,13.0
m23.json,24,0,18554,UGent,14.0
m23.json,16,0,18597,UGent,15.0
m23.json,23,0,18601,UGent,16.0
m23.json,17,0,18621,UGent,17.0
m23.json,18,0,18623,UGent,18.0
m23.json,19,0,18661,UGent,19.0
m23.json,20,0,18738,UGent,20.0
m23.json,6,0,18909,SDU,21.0
m23.json,7,0,18916,SDU,22.0
m23.json,5,0,18937,SDU,23.0
m23.json,1,0,18987,SDU,24.0
m23.json,10,0,19003,SDU,25.0
m23.json,8,0,19009,SDU,26.0
m23.json,9,0,19030,SDU,27.0
m23.json,4,0,19089,SDU,28.0
m23.json,3,0,19109,SDU,29.0
m23.json,2,0,19139,SDU,30.0
m23.json,10,0,19165,Twente,31.0
m23.json,8,0,19168,Twente,32.0
m23.json,1,0,19169,Ortec,34.0
m23.json,2,0,19169,Ortec,34.0
m23.json,3,0,19169,Ortec,34.0
m23.json,7,0,19171,Ortec,37.0
m23.json,8,0,19171,Ortec,37.0
m23.json,10,0,19171,Ortec,37.0
m23.json,6,0,19177,Twente,39.0
m23.json,5,0,19180,Twente,42.0
m23.json,4,0,19180,Ortec,42.0
m23.json,5,0,19180,Ortec,42.0
m23.json,6,0,19180,Ortec,42.0
m23.json,9,0,19180,Ortec,42.0
m23.json,1,0,19186,Twente,45.5
m23.json,7,0,19186,Twente,45.5
m23.json,4,0,19206,Twente,47.0
m23.json,2,0,19290,Twente,48.5
m23.json,9,0,19290,Twente,48.5
m23.json,3,0,19297,Twente,50.0
m24.json,10,0,30873,V777V,1.0
m24.json,1,0,30899,V777V,2.0
m24.json,3,0,30902,V777V,3.0
m24.json,3,0,30940,Ortec,4.5
m24.json,9,0,30940,Ortec,4.5
m24.json,10,0,30941,Ortec,6.0
m24.json,2,0,30943,Ortec,7.0
m24.json,9,0,30980,V777V,8.0
m24.json,7,0,30984,V777V,9.0
m24.json,1,0,30987,Ortec,12.0
m24.json,4,0,30987,Ortec,12.0
m24.json,5,0,30987,Ortec,12.0
m24.json,6,0,30987,Ortec,12.0
m24.json,7,0,30987,Ortec,12.0
m24.json,8,0,30992,Ortec,15.0
m24.json,4,0,30995,V777V,16.0
m24.json,8,0,31002,V777V,17.0
m24.json,5,0,31018,V777V,18.0
m24.json,6,0,31036,V777V,19.0
m24.json,2,0,31061,V777V,20.0
m24.json,7,0,31448,Twente,21.0
m24.json,8,0,31682,Twente,22.0
m24.json,10,0,31695,Twente,23.0
m24.json,4,0,31705,Twente,24.0
m24.json,5,0,31722,Twente,25.0
m24.json,2,0,31750,Twente,26.0
m24.json,1,0,31761,Twente,27.0
m24.json,3,0,31762,Twente,28.0
m24.json,6,0,31765,Twente,29.0
m24.json,9,0,31799,Twente,30.0
m24.json,16,0,31968,UGent,31.0
m24.json,17,0,32088,UGent,32.0
m24.json,7,0,32244,SDU,33.0
m24.json,24,0,32273,UGent,34.0
m24.json,9,0,32337,SDU,35.0
m24.json,20,0,32422,UGent,36.0
m24.json,6,0,32440,SDU,37.0
m24.json,4,0,32459,SDU,38.0
m24.json,8,0,32591,SDU,39.0
m24.json,5,0,32650,SDU,40.0
m24.json,2,0,32739,SDU,41.0
m24.json,10,0,32821,SDU,42.0
m24.json,1,0,32848,SDU,43.0
m24.json,21,0,32871,UGent,44.0
m24.json,3,0,32984,SDU,45.0
m24.json,19,0,33004,UGent,46.0
m24.json,18,0,33136,UGent,47.0
m24.json,22,0,33225,UGent,48.0
m24.json,25,0,33695,UGent,49.0
m24.json,23,0,34076,UGent,50.0
m25.json,25,0,33985,UGent,1.0
m25.json,17,0,34022,UGent,2.0
m25.json,8,0,34077,SDU,3.0
m25.json,5,0,34086,Twente,4.0
m25.json,2,0,34089,Twente,5.0
m25.json,3,0,34100,Twente,6.0
m25.json,9,0,34113,Twente,7.0
m25.json,20,0,34121,UGent,8.0
m25.json,4,0,34141,Twente,9.0
m25.json,1,0,34158,Twente,10.0
m25.json,7,0,34163,Twente,11.0
m25.json,9,0,34173,SDU,12.0
m25.json,22,0,34178,UGent,13.0
m25.json,8,0,34184,Twente,14.0
m25.json,18,0,34191,UGent,15.0
m25.json,6,0,34193,Twente,16.5
m25.json,10,0,34193,Twente,16.5
m25.json,4,0,34203,V777V,18.0
m25.json,3,0,34216,SDU,19.5
m25.json,24,0,34216,UGent,19.5
m25.json,7,0,34218,SDU,21.0
m25.json,10,0,34252,SDU,22.0
m25.json,1,0,34257,SDU,23.0
m25.json,4,0,34292,SDU,24.0
m25.json,7,0,34298,Ortec,25.5
m25.json,10,0,34298,Ortec,25.5
m25.json,8,0,34300,Ortec,27.0
m25.json,6,0,34313,SDU,28.0
m25.json,1,0,34320,Ortec,31.5
m25.json,2,0,34320,Ortec,31.5
m25.json,3,0,34320,Ortec,31.5
m25.json,4,0,34320,Ortec,31.5
m25.json,5,0,34320,Ortec,31.5
m25.json,6,0,34320,Ortec,31.5
m25.json,5,0,34321,V777V,35.5
m25.json,8,0,34321,V777V,35.5
m25.json,21,0,34329,UGent,37.0
m25.json,9,0,34330,Ortec,38.0
m25.json,5,0,34341,SDU,39.0
m25.json,2,0,34360,SDU,40.5
m25.json,16,0,34360,UGent,40.5
m25.json,7,0,34380,V777V,42.0
m25.json,19,0,34396,UGent,43.0
m25.json,1,0,34408,V777V,44.0
m25.json,2,0,34474,V777V,45.0
m25.json,3,0,34480,V777V,46.0
m25.json,6,0,34482,V777V,47.0
m25.json,9,0,34542,V777V,48.0
m25.json,10,0,34565,V777V,49.0
m25.json,23,0,34602,UGent,50.0
m26.json,4,0,69730,V777V,1.0
m26.json,10,0,69770,V777V,2.0
m26.json,5,0,69888,V777V,3.0
m26.json,2,0,69889,V777V,4.0
m26.json,1,0,69921,V777V,5.0
m26.json,9,0,70023,V777V,6.0
m26.json,6,0,70045,V777V,7.0
m26.json,3,0,70095,V777V,8.0
m26.json,8,0,70200,V777V,9.0
m26.json,7,0,70690,V777V,10.0
m26.json,3,0,72402,Twente,11.0
m26.json,6,0,72460,SDU,12.0
m26.json,9,0,72496,Twente,13.0
m26.json,5,0,72562,Twente,14.0
m26.json,8,0,72618,Twente,15.0
m26.json,1,0,72678,Twente,17.0
m26.json,2,0,72678,Twente,17.0
m26.json,10,0,72678,Twente,17.0
m26.json,4,0,72739,Twente,19.0
m26.json,6,0,72783,Twente,20.0
m26.json,7,0,73365,SDU,21.0
m26.json,5,0,73381,SDU,22.0
m26.json,9,0,73422,SDU,23.0
m26.json,8,0,73451,SDU,24.0
m26.json,7,0,73588,Twente,25.0
m26.json,1,0,73655,SDU,26.0
m26.json,4,0,73711,SDU,27.0
m26.json,2,0,73849,SDU,28.0
m26.json,10,0,74009,SDU,29.0
m26.json,3,0,74496,SDU,30.0
m26.json,1,0,74701,Ortec,35.5
m26.json,2,0,74701,Ortec,35.5
m26.json,3,0,74701,Ortec,35.5
m26.json,4,0,74701,Ortec,35.5
m26.json,5,0,74701,Ortec,35.5
m26.json,6,0,74701,Ortec,35.5
m26.json,7,0,74701,Ortec,35.5
m26.json,8,0,74701,Ortec,35.5
m26.json,9,0,74701,Ortec,35.5
m26.json,10,0,74701,Ortec,35.5
m26.json,25,0,75392,UGent,41.0
m26.json,24,0,75497,UGent,42.0
m26.json,19,0,75833,UGent,43.0
m26.json,22,0,76072,UGent,44.0
m26.json,23,0,76087,UGent,45.0
m26.json,17,0,76246,UGent,46.0
m26.json,21,0,76247,UGent,47.0
m26.json,20,0,76591,UGent,48.0
m26.json,18,0,76620,UGent,49.0
m26.json,16,0,76739,UGent,50.0
m27.json,3,0,28028,SDU,1.0
m27.json,1,0,28050,SDU,2.0
m27.json,2,0,28057,SDU,3.0
m27.json,9,0,28077,SDU,4.0
m27.json,4,0,28087,SDU,5.0
m27.json,6,0,28110,SDU,6.0
m27.json,5,0,28113,SDU,7.0
m27.json,8,0,28208,SDU,8.0
m27.json,7,0,28239,SDU,9.0
m27.json,10,0,28276,SDU,10.0
m27.json,16,0,29098,UGent,11.0
m27.json,22,0,29162,UGent,12.0
m27.json,19,0,29238,UGent,13.0
m27.json,23,0,29240,UGent,14.0
m27.json,17,0,29243,UGent,15.0
m27.json,25,0,29307,UGent,16.0
m27.json,24,0,29361,UGent,17.0
m27.json,21,0,29437,UGent,18.0
m27.json,18,0,29488,UGent,19.0
m27.json,20,0,29513,UGent,20.0
m27.json,4,0,29912,Ortec,21.5
m27.json,6,0,29912,Ortec,21.5
m27.json,8,0,30092,Ortec,23.0
m27.json,1,0,30254,Ortec,27.0
m27.json,2,0,30254,Ortec,27.0
m27.json,3,0,30254,Ortec,27.0
m27.json,5,0,30254,Ortec,27.0
m27.json,7,0,30254,Ortec,27.0
m27.json,9,0,30254,Ortec,27.0
m27.json,10,0,30254,Ortec,27.0
m27.json,2,0,34862,V777V,31.0
m27.json,3,0,35070,V777V,32.0
m27.json,10,0,35092,V777V,33.0
m27.json,5,0,35230,V777V,34.0
m27.json,4,0,35250,V777V,35.0
m27.json,9,0,35530,V777V,36.0
m27.json,1,0,35594,V777V,37.0
m27.json,5,0,35630,Twente,38.0
m27.json,9,0,35641,Twente,39.0
m27.json,8,0,35653,V777V,40.0
m27.json,7,0,35719,V777V,41.0
m27.json,1,0,35766,Twente,42.0
m27.json,4,0,35837,Twente,43.0
m27.json,10,0,35860,Twente,44.0
m27.json,6,0,35905,V777V,45.0
m27.json,6,0,35991,Twente,46.0
m27.json,3,0,36014,Twente,47.0
m27.json,2,0,36030,Twente,48.0
m27.json,7,0,36098,Twente,49.0
m27.json,8,0,36181,Twente,50.0
m28.json,6,0,45913,SDU,1.0
m28.json,3,0,45949,SDU,2.0
m28.json,7,0,46012,SDU,3.0
m28.json,8,0,46168,SDU,4.0
m28.json,2,0,46234,SDU,5.0
m28.json,4,0,46237,SDU,6.0
m28.json,1,0,46245,SDU,7.0
m28.json,10,0,46422,SDU,8.0
m28.json,5,0,46432,SDU,9.0
m28.json,9,0,46706,SDU,10.0
m28.json,4,0,48008,V777V,11.0
m28.json,8,0,48131,V777V,12.0
m28.json,9,0,48147,V777V,13.0
m28.json,25,0,48478,UGent,14.0
m28.json,5,0,48621,V777V,15.0
m28.json,24,0,48633,UGent,16.0
m28.json,1,0,48753,V777V,17.0
m28.json,17,0,48847,UGent,18.0
m28.json,10,0,48909,V777V,19.0
m28.json,3,0,48926,V777V,20.0
m28.json,7,0,48933,V777V,21.0
m28.json,18,0,48939,UGent,22.0
m28.json,16,0,48961,UGent,23.0
m28.json,2,0,49002,V777V,24.0
m28.json,23,0,49207,UGent,25.0
m28.json,6,0,49246,V777V,26.0
m28.json,22,0,49362,UGent,27.0
m28.json,21,0,49550,UGent,28.0
